Predicted_Tags,True_Tags,Local_Recall
c#/.net,.net,1.0
wcf/web-services/.net,wcf,1.0
ruby-on-rails/ruby,ruby-on-rails/ruby,1.0
internet-explorer/windows,asp.net/internet-explorer,0.5
c#,objective-c/iphone,0.0
multithreading/c#,multithreading,1.0
java,java/optimization/performance,0.3333333333333333
php/javascript,php/html/http,0.3333333333333333
c#,bash,0.0
c#,c#/debugging,0.5
silverlight/.net,.net/wpf/silverlight,0.6666666666666666
c#,design/oop,0.0
python/xml/regex,python/xml,1.0
c++,java,0.0
iphone,iphone,1.0
c#,bash,0.0
c#,c#/visual-studio/visual-studio-2008,0.3333333333333333
winforms/c#/.net/image,c#/.net/winforms,1.0
css,html/css/image,0.3333333333333333
c#,linux,0.0
jquery/html/css,jquery,1.0
multithreading/c++,c++/multithreading,1.0
c#/sharepoint,sharepoint,1.0
jquery,jquery/internet-explorer,0.5
c#,performance,0.0
iphone/cocoa-touch/objective-c,objective-c/iphone/cocoa,0.6666666666666666
asp.net,html/css,0.0
c++,c++,1.0
python,python,1.0
database/mysql/sql/stored-procedures/sql-server,mysql/database,1.0
django/jquery,javascript/jquery/django,0.6666666666666666
css/html/javascript,javascript/css,1.0
php,php,1.0
php/javascript,php/html/forms,0.3333333333333333
c#/wcf,wcf,1.0
eclipse/java,java/eclipse,1.0
c#,flash,0.0
php,php,1.0
windows/c#/winforms/.net/winapi,windows,1.0
windows/iis/wcf/.net,wcf,1.0
java/c#,java,1.0
database,database,1.0
c#/.net,c#/.net/silverlight/web-services,0.5
java,java,1.0
php/perl,php/perl,1.0
php/jquery/javascript,jquery/forms,0.5
c#/.net,c#/parsing,0.5
c#,objective-c,0.0
excel,excel,1.0
.net,language-agnostic,0.0
c#/visual-studio/.net,c#/flash,0.5
perl,perl,1.0
css/html/internet-explorer,html/css,1.0
java,java,1.0
asp.net/c#,c#/asp.net,1.0
c#/.net,c#/sql/web-services,0.3333333333333333
php/javascript,php,1.0
c#,c++/macos/unix,0.0
c#,mysql/database,0.0
asp.net/c#/css,asp.net,1.0
django/python,django/image,0.5
sql-server/stored-procedures/sql-server-2005/sql/tsql,c#,0.0
windows/linux/c++,linux/winapi,0.5
mysql/php,php/mysql,1.0
c#/.net,c#,1.0
version-control/svn/visual-studio,version-control,1.0
c#,objective-c/performance,0.0
c#,c#,1.0
hibernate/mysql/sql,mysql/hibernate,1.0
asp.net/c#,asp.net/vb.net,0.5
java,java,1.0
java,java,1.0
php,php/security,0.5
delphi,delphi,1.0
javascript/asp.net,c#/javascript,0.5
c#,algorithm/language-agnostic,0.0
c#/data-binding,c++,0.0
javascript/html,javascript/html,1.0
sql,python,0.0
sharepoint/oop/c#,sharepoint/oop,1.0
python,python,1.0
django/python,django,1.0
unit-testing/java/c#/.net,.net/unit-testing,1.0
mysql/sql,mysql,1.0
c#,linq-to-sql,0.0
c#,c++,0.0
c#,c#/visual-studio/visual-studio-2008,0.3333333333333333
algorithm/c#,language-agnostic,0.0
c++/visual-studio,visual-studio/visual-studio-2008,0.5
wpf/c#,wpf,1.0
c#/.net,c#,1.0
jquery/javascript/asp.net/html,javascript/jquery,1.0
c#,java,0.0
c++/c#,c++,1.0
iphone,iphone,1.0
java,java,1.0
javascript,javascript,1.0
java,java,1.0
c#,c#,1.0
sql,sql/database,0.5
xml,xml,1.0
c#/c++/generics,c#/generics,1.0
c#,c#/.net/winforms,0.3333333333333333
c#,objective-c,0.0
jquery/c#,javascript/jquery/asp.net-mvc,0.3333333333333333
mysql/database,mysql/database,1.0
c#,asp.net,0.0
c#/.net,c#/asp.net,0.5
c#/java/.net,performance,0.0
wpf/c#/winapi/.net,.net/wpf/multithreading,0.6666666666666666
c#/wpf/.net,wpf,1.0
c#,networking,0.0
javascript/jquery,javascript,1.0
sql-server/asp.net/.net,c#,0.0
php,php,1.0
c#,php,0.0
ruby-on-rails/php/ruby/forms,ruby-on-rails,1.0
iphone/cocoa-touch,iphone,1.0
iphone,iphone,1.0
python/php,php/python,1.0
windows/c++,.net,0.0
c#,c#/.net/wpf,0.3333333333333333
python,python,1.0
html,php,0.0
java/eclipse,java/eclipse,1.0
javascript,javascript/firefox,0.5
svn,svn,1.0
javascript/xml/parsing/python,javascript/parsing,1.0
asp.net-mvc,asp.net/asp.net-mvc,0.5
iphone/cocoa-touch,iphone/cocoa-touch,1.0
c#/.net,c#,1.0
c#,oop,0.0
reporting-services/sql-server,sharepoint/reporting-services,0.5
regex/algorithm,c#/string,0.0
winforms/c#/.net,winforms,1.0
c/c++,c++,1.0
c#,sql-server,0.0
excel/c#,excel,1.0
sql,mysql/performance,0.0
c#,performance,0.0
flash/javascript,html/flex/flash,0.3333333333333333
.net/c#,c#,1.0
php/jquery/javascript/ajax,jquery/forms,0.5
c#,php,0.0
javascript,c#/asp.net,0.0
javascript/asp.net/c#,asp.net/javascript,1.0
svn,svn,1.0
c++,windows,0.0
c#,windows,0.0
c#,c#/asp.net,0.5
php/mysql/sql,php,1.0
mysql/php,mysql,1.0
delphi/asp.net,.net/web-services/iis,0.0
c#/asp.net-mvc/.net,asp.net-mvc,1.0
sharepoint/xml/asp.net/c#,sharepoint,1.0
python/multithreading,python/regex/multithreading,0.6666666666666666
c#/.net,asp.net/reflection,0.0
python/django,asp.net/python/django,0.6666666666666666
c#,php/mysql,0.0
php,php,1.0
asp.net/c#/.net,c#/asp.net,1.0
asp.net-mvc,asp.net-mvc,1.0
c#/windows/.net,c++/windows,0.5
c#,language-agnostic,0.0
jquery/javascript,jquery,1.0
asp.net/css/c#,c#/.net/asp.net,0.6666666666666666
validation/django,django/file/validation,0.6666666666666666
php,php,1.0
mysql/delphi,mysql/delphi/optimization,0.6666666666666666
oracle/sql,sql/oracle,1.0
javascript/asp.net,c#/asp.net/firefox,0.3333333333333333
arrays/php,php/arrays,1.0
sql/sql-server,tsql/sql,0.5
c#/wpf/winforms/.net,.net/winforms/multithreading/.net-3.5,0.5
asp.net/c#/.net,asp.net,1.0
iphone/cocoa-touch/objective-c,iphone/objective-c,1.0
c#,php,0.0
css/html,css,1.0
c#/.net/linq,c#/asp.net-mvc/linq,0.6666666666666666
c#,c++,0.0
multithreading/c#/.net,java/multithreading,0.5
sql-server,sql-server/sql-server-2005/ms-access,0.3333333333333333
c#/iphone,iphone/cocoa-touch,0.5
java/linux,java/linux,1.0
javascript/html,c#/events,0.0
ruby-on-rails,ruby-on-rails/ruby,0.5
asp.net,asp.net,1.0
jquery/javascript/asp.net,jquery,1.0
actionscript-3/flash,flex/actionscript-3,0.5
validation/jquery,jquery/validation,1.0
sql/sql-server,sql-server-2005,0.0
c#,c#/.net,0.5
c#/.net,c#/arrays,0.5
python/security,python,1.0
sql/sql-server/tsql,sql,1.0
c#,php,0.0
javascript/asp.net,asp.net/ajax/internet-explorer,0.3333333333333333
performance,internet-explorer/firefox/performance,0.3333333333333333
iphone/cocoa-touch/objective-c,iphone,1.0
c#/windows/.net,asp.net/wcf,0.0
c#/.net/c++,c#,1.0
java,java,1.0
.net/visual-studio/visual-studio-2008,visual-studio,1.0
c#/validation/javascript,design-patterns,0.0
c/c++,c,1.0
php/c#,php/design,0.5
regex/php/c#,php/regex,1.0
python,python,1.0
python,python,1.0
javascript/sockets/windows,javascript/flash,0.5
php/jquery/javascript/ajax,jquery,1.0
.net,.net/visual-studio-2008,0.5
java/c#,java,1.0
jquery,javascript/jquery,0.5
jquery/javascript,javascript/jquery/html,0.6666666666666666
sql-server/sql,sql-server/delphi,0.5
java,java,1.0
javascript/html,html,1.0
c#/winforms/.net,vb.net,0.0
python,python,1.0
php/html,php,1.0
web-services/java,web-services,1.0
c#,objective-c/cocoa,0.0
sql/mysql,mysql,1.0
jquery/javascript/user-interface,javascript/jquery,1.0
php,php,1.0
asp.net/web-services/c#/.net,asp.net/web-services/multithreading,0.6666666666666666
html/c#/.net,c#/.net,1.0
java,java,1.0
c#,java,0.0
c#/.net/winforms/events,c#/.net/winforms/events,1.0
iphone,iphone/cocoa-touch,0.5
jquery/javascript,asp.net/jquery,0.5
c#/multithreading/.net,c#,1.0
algorithm,c++/wcf/security,0.0
c#,.net/winforms,0.0
iphone,iphone,1.0
nhibernate/sql/c#,nhibernate,1.0
javascript,javascript,1.0
c#,flex/flash/actionscript-3,0.0
c#/.net/reflection,c#/generics,0.5
.net,java/user-interface,0.0
c++,c++,1.0
c#,c#/exception,0.5
django/python,django,1.0
php,php,1.0
c#,c#,1.0
c#/winforms/.net,c#/.net/winforms,1.0
c#,jquery/html/css,0.0
sql/c#,c#,1.0
oracle/sql,sql/database/oracle,0.6666666666666666
php/email,php/email,1.0
python/c#,python,1.0
flex,flex,1.0
xml,xml,1.0
iphone/objective-c,iphone/cocoa,0.5
flex/c#,flex/actionscript-3,0.5
c#,c,0.0
asp.net-mvc/iis/asp.net,asp.net-mvc,1.0
mysql/sql,mysql/optimization,0.5
c,c++/c,0.5
javascript,javascript,1.0
c#/.net,c#/entity-framework,0.5
mysql,mysql/performance,0.5
c++/c#/.net/winapi,internet-explorer,0.0
c,c++,0.0
jquery,javascript/jquery/css,0.3333333333333333
iphone,iphone/cocoa-touch,0.5
java,java,1.0
jquery,asp.net/jquery,0.5
wcf/winforms/.net/c#,visual-studio/visual-studio-2008,0.0
eclipse/java,java,1.0
sql-server/performance,sql-server/sql-server-2005/performance,0.6666666666666666
java/c#,java,1.0
c#,windows,0.0
javascript/html,javascript/html,1.0
sql/sql-server,sql-server,1.0
algorithm,algorithm/language-agnostic,0.5
flash,actionscript-3,0.0
c#,php,0.0
c++,c++/windows,0.5
java,javascript/ajax,0.0
c#,c#,1.0
nhibernate/xml/c#/.net,nhibernate,1.0
.net,c++,0.0
c#,c++/http,0.0
svn,svn,1.0
mysql/php,mysql,1.0
c#/.net/wpf,c#/.net/wpf,1.0
eclipse,eclipse,1.0
c#/wpf,c#/.net/silverlight,0.3333333333333333
jquery/javascript,javascript/jquery/html,0.6666666666666666
c#,iphone,0.0
c++/c#,c#/c++/visual-c++,0.6666666666666666
vb.net/.net/c#,c++/visual-studio-2005,0.0
c#/.net,visual-studio,0.0
regex,c/regex,0.5
html,html,1.0
sql,sql/sql-server,0.5
java/eclipse,java/eclipse,1.0
vb.net,excel,0.0
parsing,parsing,1.0
objective-c,iphone,0.0
regex/php/c#,php/regex/validation,0.6666666666666666
c#,.net,0.0
javascript,javascript,1.0
ruby,ruby,1.0
c#/.net,objective-c,0.0
c#,testing,0.0
c++,c++,1.0
c#,python/user-interface,0.0
c#,data-binding,0.0
xml/c#/.net,vb.net,0.0
ruby-on-rails,ruby-on-rails/exception,0.5
java,java,1.0
c#/.net,c#/multithreading,0.5
php,php,1.0
mysql/php/email,php,1.0
c#,visual-studio-2005,0.0
delphi/c#,delphi,1.0
javascript,javascript,1.0
asp.net,c#/asp.net,0.5
c#,php,0.0
c#,c#/.net,0.5
.net/c#,c#,1.0
java,java/algorithm,0.5
c#,.net,0.0
multithreading/c#,sql,0.0
svn,svn,1.0
c#,security,0.0
email/php,php/email,1.0
c#,.net/winforms,0.0
javascript,javascript/css,0.5
xml/html,html/objective-c/xml/cocoa,0.5
php,php,1.0
c++/string,c++/string,1.0
c#,visual-studio,0.0
linq-to-sql/c#/.net,c#/asp.net/linq-to-sql,0.6666666666666666
c#/.net,c#/java,0.5
c++/windows,.net/c++/winapi,0.3333333333333333
c#/.net,visual-studio,0.0
multithreading,c#/multithreading,0.5
c#/.net,c#/linq,0.5
python/c#/.net,python,1.0
php/flex,php/flex,1.0
wpf/c#/.net,wpf,1.0
c#,visual-studio/delphi,0.0
php,php,1.0
c#/.net,c#/linq,0.5
c#/.net/c++,c#,1.0
wpf/c#,wpf,1.0
jquery/html/javascript,javascript/jquery/html/ajax,0.75
performance/c++,linux/unix,0.0
javascript,javascript,1.0
c#/sql-server/sql,entity-framework,0.0
c#/events/.net,c#/events,1.0
asp.net-mvc/c#/exception,asp.net-mvc,1.0
c#/.net,c#/.net/vb.net,0.6666666666666666
linq-to-sql,linq-to-sql/entity-framework,0.5
sql/database/sql-server/mysql,sql-server/ms-access,0.5
python,python,1.0
asp.net/c#/.net,asp.net,1.0
html/php,php,1.0
c#/sql,entity-framework,0.0
c#,python,0.0
linq/linq-to-sql/asp.net-mvc/entity-framework/.net,linq,1.0
c#,asp.net/sql/vb.net/unit-testing,0.0
java/c#,c#/java/visual-studio,0.6666666666666666
c++,sql-server,0.0
php,php/html,0.5
.net/c#,.net,1.0
svn,svn,1.0
c#/wcf/.net,wcf,1.0
exception/c#/.net,c#/exception,1.0
java,java/hibernate,0.5
sql/sql-server/c#,c#/sql,1.0
ruby/ruby-on-rails,ruby-on-rails/ruby,1.0
sql-server/vb.net/sql,sql,1.0
asp.net/c#,asp.net/ajax,0.5
javascript,javascript/jquery,0.5
mysql/php,mysql,1.0
javascript/unit-testing/testing,javascript/html/performance/testing,0.5
c#,ruby-on-rails,0.0
mysql,sql/mysql,0.5
.net/c#/asp.net,.net/asp.net,1.0
c#,wcf,0.0
c#,c#/asp.net,0.5
c#,http,0.0
c++/c#,c++/optimization,0.5
sql/sql-server/performance/mysql,sql/sql-server/tsql,0.6666666666666666
eclipse/java,eclipse,1.0
c#,c#/.net,0.5
ruby-on-rails/ruby,ruby-on-rails,1.0
javascript,javascript,1.0
asp.net/java,asp.net-mvc,0.0
sql,cocoa/macos,0.0
sql/sql-server/mysql,sql/sql-server/tsql,0.6666666666666666
linux/windows,windows,1.0
.net/c#/visual-studio-2008/visual-studio,c#,1.0
sql/sql-server,sql/ms-access,0.5
delphi,delphi,1.0
iphone/cocoa-touch,iphone,1.0
php/java/string,php/arrays/string,0.6666666666666666
sql/sql-server,c#,0.0
.net,ruby,0.0
php,php/javascript/html,0.3333333333333333
ruby/ruby-on-rails,ruby-on-rails/ruby,1.0
web-services/security/c#/.net,c#/.net/web-services,1.0
iphone/asp.net-mvc/cocoa-touch,iphone,1.0
c#,perl,0.0
oracle,java/oracle,0.5
python,python,1.0
java/eclipse,java/xml/eclipse,0.6666666666666666
c#/.net,objective-c/cocoa/cocoa-touch,0.0
c#,flex,0.0
sharepoint,sharepoint,1.0
asp.net-mvc/asp.net,asp.net-mvc/visual-studio,0.5
c#,c#/multithreading,0.5
c#/winforms,visual-studio-2008,0.0
c#/.net,c#,1.0
c#,objective-c/cocoa,0.0
css/html/jquery/javascript,jquery,1.0
.net,sql/database-design,0.0
c#/linq,c#/vb.net/.net-3.5,0.3333333333333333
asp.net-mvc,java,0.0
multithreading/c#/.net/python,python/multithreading,1.0
actionscript-3/flash,flex/actionscript-3,0.5
wcf/c#/.net,wcf,1.0
javascript/c#,javascript,1.0
c#,c#,1.0
c#,c#/.net,0.5
c#,sharepoint,0.0
jquery/javascript/html,jquery/html,1.0
java,java,1.0
c#/asp.net,asp.net/data-binding,0.5
javascript,javascript,1.0
c#,java,0.0
sql,windows,0.0
c#,regex/validation,0.0
.net/c#,c#,1.0
c#/.net/winforms,c#,1.0
php/mysql,php/html,0.5
java/python,java,1.0
css/html,html/css,1.0
winapi/c#/windows,c/windows/winapi,0.6666666666666666
wcf/web-services,wcf,1.0
java,java,1.0
c#,regex/excel,0.0
mysql/php,mysql,1.0
winforms/c#/.net,.net/winforms/user-interface,0.6666666666666666
javascript,php/javascript/forms,0.3333333333333333
java/generics,java/generics,1.0
c++,c++,1.0
sql/performance,sql/database/oracle/tsql,0.25
python,python,1.0
wcf/javascript/asp.net/visual-studio,javascript/wcf,1.0
sql-server/sql-server-2005,asp.net/sql/sql-server-2005,0.3333333333333333
java,java,1.0
c#,actionscript-3,0.0
debugging/exception/c#/.net/c++,asp.net/visual-studio-2008/web-services,0.0
mysql/database/php,php/mysql,1.0
c#,.net/sql-server/entity-framework,0.0
macos,c++/debugging/sockets,0.0
php,php/unix,0.5
c#/.net,c#/.net/vb.net,0.6666666666666666
c#,objective-c/cocoa,0.0
c#,asp.net-mvc,0.0
sql,sql,1.0
oracle/sql/database,oracle,1.0
multithreading/c#,java/performance/multithreading,0.3333333333333333
winapi/c#/windows,java,0.0
sql-server/asp.net,email,0.0
c#/sql,c#/sql-server,0.5
.net/c#,c#/windows/linq,0.3333333333333333
c#/java,java,1.0
c++,c++,1.0
php/svn,svn,1.0
c#,algorithm,0.0
internet-explorer,javascript,0.0
ruby,ruby,1.0
excel,java,0.0
python,python,1.0
wcf/.net,.net/wcf,1.0
java,java/file,0.5
jquery/ajax/javascript/html,jquery/ajax,1.0
python/c#,python,1.0
linq/c#/.net/string,c#/linq/string,1.0
web-services/wcf,c#/.net,0.0
jquery/html/css,jquery,1.0
c#/.net,email,0.0
css/html,html/css,1.0
sql-server,sql-server/database/sql-server-2005,0.3333333333333333
version-control,performance,0.0
c++,c#/c++/visual-c++,0.3333333333333333
c#,c#/.net/performance,0.3333333333333333
c#,javascript/html/css,0.0
sql/sql-server,sql/sql-server/tsql,0.6666666666666666
c#,c#/visual-studio/visual-studio-2008,0.3333333333333333
c#,c,0.0
linq/c#/sql/linq-to-sql,linq/linq-to-sql,1.0
vb.net,c#/vb.net,0.5
wpf/.net,wpf,1.0
sql-server/sql,sql/database/sql-server-2005,0.3333333333333333
c#,python/database,0.0
mysql/sql,sql,1.0
c#/.net/asp.net/string,regex/string,0.5
c#,c++,0.0
algorithm/c#,regex,0.0
javascript/html/jquery,javascript,1.0
web-services/wcf/.net/c#,wcf,1.0
javascript/winforms,c#/winforms,0.5
c#/.net,c#,1.0
.net/c#,c#,1.0
c#,web-services/http,0.0
c#,.net/winforms,0.0
.net,c++/networking,0.0
jquery/javascript,jquery/validation,0.5
regex/xml/java/c#,java/xml/regex,1.0
unit-testing,unit-testing,1.0
c#,windows/security/winapi,0.0
asp.net/.net/c#,asp.net,1.0
asp.net/.net/c#,asp.net/sql-server,0.5
c#/.net,.net/vb.net/ajax/jquery,0.25
c#,flash/actionscript-3,0.0
asp.net/html,asp.net/html/css,0.6666666666666666
asp.net/c#,asp.net,1.0
ruby-on-rails/ruby,ruby,1.0
php/mysql,php/mysql,1.0
c#,java,0.0
c#,vb.net,0.0
c#,validation,0.0
silverlight,c#/.net/silverlight,0.3333333333333333
c#/.net,c#/asp.net,0.5
javascript/html,javascript/html,1.0
asp.net-mvc/c#,asp.net/asp.net-mvc,0.5
asp.net/c#/.net,asp.net,1.0
c#,database,0.0
ruby-on-rails/ruby,ruby-on-rails/ruby,1.0
python,python,1.0
windows/php,php/performance,0.5
hibernate/java,java/hibernate,1.0
c#/.net,c#,1.0
c#/.net,c#,1.0
c#/.net,c#/c++/winapi,0.3333333333333333
c#/.net,c#/.net,1.0
html/javascript/jquery,javascript/jquery/html,1.0
javascript,javascript,1.0
c#/.net,c#,1.0
iphone/cocoa-touch,iphone,1.0
c#/.net/visual-studio/winforms,.net/vb.net,0.5
python,python,1.0
c#,c#/asp.net,0.5
excel/c#/.net,c#/visual-studio/debugging,0.3333333333333333
python,python/django,0.5
c#/.net,c#,1.0
jquery/javascript/html,jquery/ajax/parsing,0.3333333333333333
ruby-on-rails/ruby,ruby-on-rails/ruby,1.0
perl,perl,1.0
python/django,django/validation,0.5
java/javascript/c#,javascript,1.0
java,java,1.0
windows,c#/.net,0.0
ruby/ruby-on-rails,ruby-on-rails/ruby,1.0
ruby-on-rails/ruby/macos,ruby-on-rails/macos,1.0
c#/.net,c#/linq/linq-to-sql,0.3333333333333333
algorithm/string/c#,algorithm/string,1.0
jquery/javascript/html,jquery,1.0
c#,regex,0.0
java,java,1.0
c#,c++,0.0
python,python,1.0
asp.net-mvc,c#/asp.net-mvc,0.5
c#/.net/visual-studio,visual-studio,1.0
asp.net/c#/vb.net,asp.net/forms,0.5
events/c#,django,0.0
vb.net,email,0.0
c#/c++/.net,c#/windows/winforms,0.3333333333333333
flex/php/actionscript-3,php/flex,1.0
java/string,java/string,1.0
windows/c#/.net,web-services,0.0
c#,python/language-agnostic,0.0
c++,c++,1.0
c#/.net,c#,1.0
php/javascript,php/javascript,1.0
reporting-services/sql/sql-server,reporting-services,1.0
asp.net/c#,c#/asp.net,1.0
c#,design/design-patterns/oop,0.0
c#/.net,c#/linq,0.5
asp.net-mvc/c#/.net,asp.net-mvc,1.0
vb.net/.net/c#,.net/generics,0.5
c#/.net,c#,1.0
c++/c#,c++/parsing,0.5
java,java,1.0
events/actionscript-3,flex/actionscript-3/events,0.6666666666666666
css/html/javascript,css/string,0.5
c#/.net,objective-c/cocoa,0.0
c#,sql-server,0.0
xml/iphone/c#/parsing,iphone/objective-c,0.5
java,java/user-interface,0.5
c#,sql,0.0
asp.net/silverlight,c#,0.0
php,php/oop,0.5
c#/.net,c#,1.0
jquery/ajax/javascript/asp.net,asp.net/javascript,1.0
vb.net/.net,c#/vb.net,0.5
sql/sql-server/database,sql/database,1.0
asp.net/c#/.net,asp.net,1.0
c#,sql-server,0.0
eclipse/java/debugging,visual-studio-2008/eclipse/testing,0.3333333333333333
c++/c,c,1.0
jquery/c#,javascript/jquery,0.5
c#,iphone,0.0
c#/c++,security,0.0
c#,ruby-on-rails,0.0
nhibernate/sql-server/c#/database,.net/nhibernate,0.5
c#,oracle,0.0
php,jquery,0.0
java,java,1.0
sql/database/sql-server/database-design,sql-server,1.0
c#,visual-studio/visual-studio-2008/version-control,0.0
perl,perl/testing,0.5
php,php,1.0
wpf/c#/winforms/.net,c#/.net/wpf,1.0
c#,visual-studio-2008,0.0
c#,delphi,0.0
sharepoint/c#/.net,sharepoint,1.0
javascript/firefox,javascript/firefox,1.0
svn,windows/svn/image,0.3333333333333333
iphone,iphone,1.0
c#/visual-studio,visual-studio-2008,0.0
asp.net/c#/.net,asp.net,1.0
asp.net-mvc/asp.net,asp.net-mvc,1.0
sql,sql/database/ms-access,0.3333333333333333
python,python/svn/version-control,0.3333333333333333
c,c,1.0
firefox,firefox,1.0
flash/xml/actionscript-3,php/html/xml/flash,0.5
windows,internet-explorer/events,0.0
apache,linux/apache,0.5
linux/c++,c/linux,0.5
sql-server/database/.net,visual-studio-2008,0.0
c#,iphone,0.0
c#/.net/web-services/asp.net,web-services/reporting-services,0.5
c#/sql/.net,asp.net-mvc/entity-framework,0.0
django/database,python/django,0.5
c#,html,0.0
ruby-on-rails,ruby-on-rails,1.0
java/c#,java/mysql,0.5
visual-studio/.net/c#,visual-studio,1.0
c#/.net,c#/visual-studio-2008,0.5
multithreading/c#/c++,c++,1.0
c#/.net,vb.net,0.0
javascript/asp.net,ruby-on-rails/apache,0.0
php,php,1.0
sql-server/sql-server-2005,sql/sql-server/performance,0.3333333333333333
php/apache,apache,1.0
php,php,1.0
perl,regex/perl,0.5
c#,c#,1.0
c++,c++,1.0
iphone,iphone,1.0
java/web-services/c#,c#/.net/web-services,0.6666666666666666
c#,c#/string,0.5
xml/java/python/c#,java/xml,1.0
sql-server/sql-server-2005,sql-server-2005,1.0
c#,visual-studio,0.0
c#,php/flash/actionscript-3/image,0.0
c#,python/oracle,0.0
c#,.net/performance,0.0
vb.net,.net/vb.net/linq,0.3333333333333333
ruby/ruby-on-rails,ruby-on-rails/ruby,1.0
sql,sql/ms-access,0.5
iphone,cocoa-touch,0.0
c#,asp.net,0.0
c#/.net/web-services,c#/web-services,1.0
java,java,1.0
ruby,ruby/email,0.5
sharepoint/c#/.net,sharepoint,1.0
visual-studio/visual-studio-2008/version-control/.net,visual-studio/version-control,1.0
c#,asp.net/data-binding,0.0
python,python,1.0
java/linux,java,1.0
.net/visual-studio/c#,c#,1.0
wcf/.net/c#,c#/.net/wcf,1.0
html/javascript,javascript/regex/parsing,0.3333333333333333
iphone,iphone,1.0
svn,svn,1.0
python,c#/.net,0.0
java,c#/java,0.5
c#,php,0.0
java,java,1.0
jquery/javascript,javascript/image,0.5
c#,.net,0.0
unix,unix,1.0
c#,c#/.net,0.5
mysql/php/performance,php/mysql/optimization,0.6666666666666666
flex,flex,1.0
jquery/javascript,javascript/jquery,1.0
algorithm,c#/.net-3.5,0.0
jquery/javascript,asp.net/jquery,0.5
iphone,iphone/objective-c/flash,0.3333333333333333
java,java/performance,0.5
jquery,jquery/ajax,0.5
actionscript-3/flash,flex/actionscript-3/events,0.3333333333333333
oracle/php,php/oracle,1.0
ruby-on-rails,ruby-on-rails/ruby,0.5
c#/.net,database-design,0.0
c#,c#/.net,0.5
iphone,iphone,1.0
iphone/objective-c/cocoa-touch/cocoa,iphone,1.0
c#,objective-c/iphone,0.0
php,php/jquery/mysql,0.3333333333333333
java,objective-c,0.0
wpf/c#,wpf,1.0
validation/jquery/security,jquery/validation,1.0
mysql/database,mysql,1.0
sql-server,visual-studio,0.0
c#,css,0.0
python,python/user-interface,0.5
jquery,jquery,1.0
ruby-on-rails,ruby-on-rails,1.0
web-services/.net/c#/asp.net,web-services/security/iis,0.3333333333333333
c#,ruby-on-rails/ruby,0.0
c#,.net,0.0
asp.net/c#,asp.net,1.0
linq/c#/.net/linq-to-sql,c#/.net/linq-to-sql,1.0
c#,php/sql/mysql,0.0
c++,reporting-services,0.0
css/javascript/html,html/css,1.0
asp.net,c#/asp.net,0.5
java,java,1.0
java/c#,java/arrays,0.5
c#,delphi,0.0
regex,regex,1.0
c#/sql,c#/asp.net-mvc/entity-framework,0.3333333333333333
wpf/c#,c#/wpf,1.0
iphone,iphone,1.0
jquery/javascript/html/css,jquery/html,1.0
flex,actionscript-3/flex,0.5
sql/sql-server,sql/ms-access,0.5
java,java,1.0
java,java,1.0
c#,mysql/performance,0.0
java/oracle,java,1.0
c++,c++/algorithm,0.5
excel/sql-server/sql,sql-server-2005/excel,0.5
c#,objective-c,0.0
c#/.net,c#/visual-studio-2008,0.5
python,python/linux/bash/unix,0.25
javascript,php/javascript,0.5
python/string,string/python,1.0
c#,ruby-on-rails/ruby,0.0
c++/c#,c/sockets,0.0
java,java,1.0
c++,c++,1.0
sql-server,tsql,0.0
wpf/data-binding,c#/wpf/data-binding,0.6666666666666666
css,css,1.0
.net/asp.net-mvc/asp.net/c#,asp.net-mvc,1.0
php/html,php,1.0
javascript/asp.net,javascript,1.0
string/.net/c#,c#/string,1.0
validation,php/mysql/forms,0.0
php,php,1.0
sql/sql-server/tsql/sql-server-2005,sql/sql-server/tsql,1.0
c#,c#/.net/asp.net,0.3333333333333333
java,java,1.0
asp.net/c#,asp.net,1.0
vb.net/c#,.net/vb.net,0.5
java/sql,java/database,0.5
performance/c#,.net/performance/multithreading,0.3333333333333333
c#/asp.net/.net,c#,1.0
c++,c,0.0
c#,python,0.0
unit-testing/eclipse/java/testing,eclipse/unit-testing,1.0
c#,c#,1.0
c#/nhibernate/.net,c#/nhibernate,1.0
javascript,javascript,1.0
python/linux,java,0.0
sockets/windows/c#/.net/c++,c++/windows/sockets,1.0
string,java,0.0
oracle/sql/database,oracle,1.0
asp.net,c#/ajax,0.0
javascript/html,javascript,1.0
iphone,iphone/c,0.5
php,web-services,0.0
c#,image,0.0
regex/php/c#,php/regex,1.0
c#,unit-testing,0.0
ruby-on-rails/java/ruby,ruby-on-rails/css,0.5
javascript/c#,javascript,1.0
oracle/sql,oracle,1.0
c#,html/http,0.0
perl,perl/file,0.5
database/database-design,sql-server/database/performance/testing,0.25
iphone/cocoa-touch,iphone,1.0
c#/.net,java,0.0
c#/web-services,c#/oop,0.5
svn/windows,ruby-on-rails,0.0
ruby-on-rails,ruby-on-rails/ruby,0.5
.net/c#,c#/.net,1.0
c#,python/arrays,0.0
python,python,1.0
c/c++,c/winapi,0.5
css/html/jquery,html/internet-explorer,0.5
debugging,debugging,1.0
c#,image,0.0
nhibernate/c#/.net,mysql/nhibernate,0.5
c#,c#/oop,0.5
jquery/javascript/html,jquery,1.0
java,java,1.0
sql-server/sql-server-2005/sql,sql-server/sql-server-2005,1.0
flash,flash/actionscript-3,0.5
asp.net,c#/asp.net,0.5
algorithm,image,0.0
